Driver,Group,Duties,Final Year, Expires Week,Training Week, Training Day
    0,OFF,1:1:1:1:1:2:1:1:2:1:2:1:1:2:2:1:1:1:1:2:1:2:1:2:2:2:1:1:2:1:1:2:2:1:2:1:2:1:1:2:,false,10
    1,OFF,2:1:1:2:2:2:1:2:2:1:1:1:2:2:1:2:1:1:2:2:1:2:2:2:1:1:2:1:1:1:2:1:1:1:2:1:2:1:1:2:,false,19
    2,OFF,1:2:1:1:2:2:2:1:1:2:1:1:1:2:2:2:2:2:2:1:1:1:2:2:1:2:1:1:1:1:1:2:1:1:2:2:2:2:2:2:,false,16
    3,OFF,2:1:2:2:2:2:1:2:1:2:2:1:1:1:1:1:2:1:2:1:1:2:2:2:2:1:2:1:1:2:2:2:1:2:2:2:2:2:2:1:,false,17
    4,OFF,1:2:1:1:1:1:2:2:1:1:2:2:2:1:2:1:2:2:2:1:2:1:1:2:2:2:1:2:2:1:1:1:1:1:1:1:2:1:2:1:,false,28
    5,OFF,2:1:2:2:1:2:1:1:2:2:2:1:1:1:2:2:2:1:2:1:1:1:2:2:1:2:1:1:2:1:1:1:2:2:2:2:1:1:1:2:,false,34
    6,OFF,2:2:2:1:2:1:2:2:1:1:2:2:1:1:1:1:2:2:2:2:2:2:1:2:2:1:2:2:2:1:2:2:1:1:2:2:2:1:1:1:,false,26
    7,OFF,1:2:2:1:2:1:1:2:1:2:2:1:2:1:2:1:1:2:1:2:1:1:2:1:2:1:1:1:2:1:2:2:2:2:2:2:2:2:1:2:,false,39
    8,OFF,2:1:1:1:2:1:1:2:2:1:1:1:1:1:2:2:1:2:1:2:1:2:2:1:1:1:1:1:1:1:2:1:2:1:2:2:2:2:1:1:,true,35
    9,OFF,1:2:1:1:1:2:2:2:2:1:1:1:1:2:2:1:2:2:2:2:2:2:1:1:2:2:2:1:1:1:2:2:1:2:2:1:1:2:2:1:,true,14
   10,OFF,1:1:1:2:1:2:2:2:2:2:2:1:1:2:2:1:1:2:1:1:2:2:2:2:1:2:2:1:2:2:2:1:2:2:2:2:1:2:2:2:,false,15
   11,OFF,1:2:2:2:2:2:2:2:2:1:1:1:2:1:2:2:2:2:2:1:1:1:1:1:1:2:2:1:1:1:1:2:2:1:1:2:2:2:1:1:,false,2
   12,OFF,1:2:1:1:2:2:1:2:1:1:2:1:1:2:1:1:1:1:2:2:1:1:2:2:1:1:2:1:1:1:1:1:2:1:1:2:2:1:2:2:,false,34
   13,OFF,2:2:2:1:1:2:2:1:1:1:1:1:2:2:1:1:1:1:2:1:2:2:1:1:2:1:1:1:1:2:1:1:1:2:2:2:1:1:1:1:,false,24
   14,OFF,2:1:2:1:2:1:1:2:1:2:1:1:1:1:2:2:1:2:2:2:1:1:2:1:2:2:2:1:2:2:2:2:2:2:1:1:2:1:2:2:,true,19
   15,OFF,2:2:2:1:2:2:1:2:2:1:2:1:1:2:2:1:1:1:1:2:1:2:2:1:2:2:2:1:1:2:1:1:1:1:1:2:2:2:2:1:,true,10
   16,OFF,1:2:2:2:1:2:1:2:2:1:2:1:1:2:2:1:2:2:1:2:1:2:2:1:2:1:1:2:1:2:2:1:2:1:1:1:1:1:2:1:,false,7
   17,OFF,2:2:1:1:1:1:2:1:1:1:2:1:2:1:2:1:2:2:1:1:1:1:2:2:1:2:1:1:1:1:2:2:1:2:1:2:1:2:2:1:,false,4
   18,OFF,1:1:2:1:2:2:2:2:1:2:2:1:1:1:1:1:2:2:1:1:1:1:2:2:1:1:1:2:2:1:1:1:2:1:2:1:2:1:1:1:,false,14
   19,OFF,1:1:2:2:2:1:1:1:1:2:1:2:2:2:2:1:2:2:1:2:2:2:1:2:2:2:2:2:2:2:1:2:2:2:2:1:2:1:1:1:,false,5
   20,OFF,2:2:2:1:2:2:2:1:2:1:1:1:2:2:2:1:2:1:1:2:1:2:2:1:2:1:2:2:2:1:1:1:1:1:2:1:1:2:2:2:,false,33
   21,OFF,1:1:2:1:2:2:2:2:1:2:2:1:2:1:1:2:1:2:1:1:2:2:1:2:2:1:2:1:2:1:2:1:2:2:2:1:2:2:2:2:,false,23
   22,OFF,2:1:2:2:2:1:1:1:1:2:2:2:2:2:2:2:2:1:1:1:2:1:2:1:2:1:2:2:2:2:1:1:1:1:2:1:1:2:2:1:,false,11
   23,OFF,2:2:1:1:2:2:1:1:1:2:2:2:1:2:1:2:2:1:2:1:2:2:1:2:2:1:1:1:2:1:1:2:2:2:2:1:1:1:2:1:,false,6
   24,OFF,2:2:2:1:2:1:2:1:1:1:1:2:1:2:1:1:2:1:2:1:2:1:1:2:2:1:1:2:1:1:2:2:2:1:1:2:1:1:2:1:,false,37
   25,OFF,2:2:2:2:2:2:2:1:1:2:1:1:2:2:1:1:2:1:2:2:2:2:1:2:1:2:2:2:1:2:1:2:1:2:2:1:2:2:1:1:,false,17
   26,OFF,2:1:1:2:2:1:1:2:1:2:2:2:1:1:1:2:1:1:1:2:2:1:2:1:2:2:2:1:2:2:1:1:1:1:1:2:2:1:2:1:,false,19
   27,OFF,1:2:2:2:1:1:2:1:1:2:2:1:1:2:2:2:1:2:1:1:1:2:2:2:2:2:1:2:1:1:2:1:1:2:2:2:1:2:1:1:,false,25
   28,OFF,1:2:2:2:2:2:1:2:2:2:1:1:1:2:1:1:1:2:1:1:1:2:2:1:2:1:1:1:2:1:1:1:2:1:2:1:1:1:2:1:,true,2
   29,OFF,1:1:1:2:2:1:1:2:2:1:1:1:2:2:1:1:1:2:2:1:1:2:1:1:1:1:1:1:2:2:2:1:1:1:1:2:1:1:2:2:,false,25
   30,OFF,1:1:2:2:2:2:1:1:2:1:1:1:1:2:2:1:1:1:2:1:1:2:2:1:1:2:2:2:1:2:2:1:1:1:2:1:2:2:2:2:,false,1
   31,OFF,1:2:2:2:1:2:1:1:1:1:1:2:2:2:1:1:2:2:2:1:1:1:2:1:1:1:2:1:2:1:1:1:1:1:1:1:1:2:1:2:,false,9
   32,OFF,1:2:2:1:2:2:2:1:2:2:1:1:2:2:2:2:1:1:2:2:2:1:1:1:1:2:1:1:2:2:1:2:2:1:2:1:1:2:2:1:,false,7
   33,OFF,1:2:2:2:1:1:2:1:2:2:1:1:1:2:1:2:1:1:1:2:2:1:2:1:2:1:2:2:2:2:1:1:2:1:1:1:1:2:1:1:,false,3
   34,OFF,1:1:1:2:2:2:1:1:2:2:2:1:1:1:1:2:1:1:1:1:1:1:2:1:2:1:2:2:1:1:2:1:1:2:1:1:1:2:1:1:,false,37
   35,OFF,2:1:2:1:2:1:1:2:1:2:2:2:2:1:1:2:2:1:2:1:1:2:1:1:1:1:2:2:1:1:2:1:2:2:1:2:1:1:1:2:,false,28
   36,OFF,1:1:1:2:2:1:2:1:1:1:2:2:2:1:1:1:1:1:2:1:1:2:2:1:1:2:2:2:1:1:2:1:1:1:2:1:2:2:1:1:,false,30
